Unnamed: 0,image_name,embedding
198209,199140.png,"[ 0.1993671  -0.14883117 -0.07594712 -0.30231196  0.24267744  0.01353048
  0.16715904 -0.22365113  0.16403313 -0.13432178  0.02299444 -0.18897013
  0.1808639   0.3688196  -0.28891146  0.2714564  -0.23150809 -0.37289846
  0.05571833  0.0600884   0.0710521   0.37712434 -0.11432254  0.15165101
  0.1443409   0.40913218  0.02939724  0.4734353   0.2044046   0.3393365
 -0.12771519  0.25890586]"
156084,81639.png,"[ 0.09399499 -0.18986915 -0.07399465 -0.14333035 -0.07774948 -0.03175983
 -0.11162481 -0.07304125  0.08488306  0.0867533   0.08655159  0.02872786
  0.07421443  0.10036357  0.23048206  0.05961119  0.02657987 -0.08931342
 -0.14832023  0.16426641 -0.08630152 -0.0866442   0.01130225 -0.12859109
 -0.15600462  0.08461338  0.1233701   0.01726747 -0.20311205 -0.14641349
  0.03267437 -0.13806742]"
180617,104023.png,"[ 0.08183697 -0.39976597  0.09583122 -0.41689634  0.1411662  -0.13032241
  0.10446586 -0.16212098  0.33951125 -0.23869391  0.25355095 -0.21337438
 -0.05177126  0.2561005  -0.08787107  0.00895224 -0.06285276 -0.35587275
  0.03979882  0.18850946  0.15968361  0.32080543 -0.23300026  0.17974724
  0.05004255  0.07921862  0.05342368  0.03012888  0.18156481  0.14293525
 -0.40528393  0.13737291]"
195641,185129.png,"[-0.23050198 -0.26680973  0.11479464 -0.10667121  0.3121555   0.00615324
  0.22782697 -0.06438803  0.06206575 -0.07277474 -0.07183497 -0.01625388
 -0.01266185  0.01684957  0.12390245  0.22524887 -0.04274565  0.02217396
 -0.1877595  -0.01080674  0.2623684   0.27015528 -0.27790275 -0.04796715
  0.15526666  0.21197067  0.14175886  0.03052861 -0.00327436  0.01849055
 -0.3160891  -0.33969912]"
55997,145200.png,"[ 0.16456789 -0.04897168  0.2282123  -0.11782648  0.04354288 -0.2079969
  0.1330613  -0.12459402  0.28063458 -0.24195838  0.08128747 -0.15009966
  0.10483514  0.1806071  -0.38534242  0.16939133 -0.29555503 -0.19915429
  0.05125944  0.06763513  0.05980726  0.28590077 -0.24067335 -0.06121717
  0.2714819   0.24664725  0.0756164   0.09808113  0.11844549  0.3759703
 -0.26197577  0.04599867]"
199132,204238.png,"[ 0.3083074  -0.19163616  0.01410323 -0.23622465  0.10670194  0.02354943
  0.13179913 -0.07508703  0.1560806  -0.12555611  0.22879651  0.02883046
  0.33544534  0.305588   -0.06803627  0.24433105 -0.20783067 -0.18929204
  0.126674    0.02261128  0.13356091  0.27815324 -0.10492055  0.31672895
  0.16430002  0.35123357  0.10336152  0.44827393  0.25276724  0.30964035
 -0.03626015  0.28312123]"
24480,102428.png,"[-0.15267491  0.06474531 -0.1217193  -0.10862971 -0.11090461  0.33062214
 -0.04964505  0.16165797 -0.20352863 -0.1391538  -0.100512   -0.01895382
 -0.08836347 -0.10618113  0.12557669  0.01826417 -0.113157    0.07048903
  0.23164316 -0.0055847  -0.22899885  0.02500661  0.16408722 -0.29153472
  0.05569928 -0.10486692  0.10515279 -0.24328041 -0.25982034 -0.15243877
  0.11731923  0.09292886]"
185393,130230.png,"[-0.02579862 -0.07376958  0.08326597  0.09551812 -0.0170442   0.08065487
  0.07147604  0.13843606 -0.14262591  0.01060173 -0.02698141 -0.00716025
 -0.06377423  0.27471805  0.02334155  0.08979233 -0.05406746  0.10475655
  0.04510153 -0.12394104 -0.21558975  0.00342138  0.1055546  -0.20955233
 -0.00452495  0.08143596 -0.06570458  0.26229003  0.05338766 -0.04351696
  0.11460657  0.20385689]"
51208,138695.png,"[ 0.5061373  -0.53415495  0.43942752 -0.5884877   0.3133883  -0.2858054
  0.21388179 -0.5762749   0.51712495 -0.6447904   0.50052327 -0.49043888
  0.42809305  0.4137569  -0.5017607   0.53590786 -0.5520387  -0.57985985
  0.3824495   0.26011482  0.5201412   0.5399268  -0.42551062  0.7095471
  0.5164534   0.619516    0.45731288  0.5407811   0.48677513  0.5316292
 -0.72444814  0.5121994 ]"
80788,178678.png,"[ 0.10069111  0.12138411  0.06225614 -0.05128211  0.12371527  0.22270603
  0.12737016  0.19526683  0.05073179  0.0300892   0.1470116   0.0149959
 -0.01399532  0.2886982   0.17039873  0.2044953  -0.11537509 -0.22584814
  0.07800466  0.31413895 -0.22433622 -0.00779833 -0.13989028  0.05749597
 -0.01706298 -0.02077461  0.05596995 -0.11039244  0.15007466  0.06585189
  0.12697896  0.22439075]"
21859,92566.png,"[-0.06250203 -0.0992711  -0.07994473  0.12908825  0.12384845  0.13806476
 -0.1528035  -0.01479148  0.0812897   0.01448968 -0.24815567  0.02653981
 -0.20936324  0.20039959  0.11471988 -0.11153677  0.11241585  0.04416574
 -0.04975913 -0.11158101 -0.10815399 -0.04933918  0.05842455 -0.2847886
  0.14957829  0.02784065 -0.21424699 -0.00971158 -0.24846555 -0.02871846
  0.25332898 -0.17735243]"
5394,145544.png,"[ 0.09728149 -0.01481547 -0.06127499 -0.07085632 -0.04401147  0.28117403
 -0.03252465  0.18768956  0.19818312  0.04136827 -0.13323091  0.14488403
 -0.07042737 -0.18829063  0.04466263 -0.131429   -0.06275681 -0.12125027
 -0.19822764 -0.04875758 -0.13228261  0.12832537  0.23930912  0.01900588
  0.01925866  0.08842426 -0.01510077  0.03402579 -0.19976154  0.12901498
  0.35121298 -0.10196836]"
10229,189928.png,"[-0.11953759 -0.06687104  0.10597616 -0.13974924  0.13588493  0.12104782
  0.01095281  0.24082945 -0.1427113  -0.09114789  0.23298134  0.07913939
  0.08196966  0.25187308 -0.09909038  0.15251961 -0.27684584  0.13372965
 -0.03242248  0.13764283  0.01624601  0.21282166  0.08746378 -0.17887925
 -0.05744185  0.19263667 -0.04185858 -0.04180662 -0.01926191  0.221291
 -0.15460347 -0.06735563]"
42152,126507.png,"[-0.02027378 -0.43015483  0.1810489  -0.39860648  0.08482047 -0.15802857
  0.15373051 -0.2659739  -0.13160932 -0.27708158  0.24140535 -0.15405783
  0.14398517  0.2314584  -0.01382465  0.26780686 -0.3786374  -0.22732477
  0.08180206  0.18315509  0.17979021  0.25307953  0.00137548  0.22239049
  0.28165224  0.22959857  0.22853562  0.28082958  0.1126836   0.0584837
 -0.22457507  0.05341151]"
30076,110082.png,"[ 0.10529895 -0.09230739 -0.03357247 -0.19071154 -0.06037268  0.15041858
  0.08615939  0.10445893  0.19051294 -0.11756646  0.1119152  -0.04837685
  0.12399386  0.10605206  0.10295974  0.01782262 -0.24565165 -0.26992613
  0.05020331 -0.00799158  0.17281707 -0.22111028  0.12321118  0.10484153
  0.13224085  0.00320805 -0.1550259  -0.1562821   0.0223777   0.04059676
 -0.01759323  0.13652739]"
28235,107563.png,"[ 0.06672513 -0.37278077  0.49368593 -0.19632716  0.22343531 -0.2829731
  0.21924119 -0.13762347  0.14299838 -0.52445465 -0.02496242 -0.10717952
  0.10380752  0.5445043  -0.21991602  0.2156496  -0.18728438 -0.6366791
  0.4630994   0.17918703  0.20578326  0.12815858 -0.05378579  0.25616542
  0.17577927  0.2043509   0.48247522  0.26265693  0.23557605  0.31267506
 -0.2660012   0.20699278]"
210764,69165.png,"[-0.24570659 -0.08428968  0.03610763 -0.04154025  0.02631459 -0.05609448
 -0.03338308  0.05721374  0.00337819 -0.02229645 -0.032346    0.04345156
 -0.01026102 -0.12828466  0.27382937 -0.04231865  0.17383033 -0.04679606
 -0.15647596 -0.05492762 -0.13788842  0.00048189  0.17059767 -0.05187824
  0.02362287  0.03445984  0.21661952 -0.17387159  0.02830677 -0.10294716
 -0.04156201 -0.07140673]"
58736,148972.png,"[ 0.22544077 -0.3917569   0.03581302 -0.40312397  0.37149262 -0.11690646
  0.3605505  -0.29458094  0.47899497 -0.04178635  0.44431722 -0.24104142
  0.2581275   0.13580059 -0.21969324  0.30468547 -0.40324482 -0.30706066
  0.42874363  0.36093777  0.10912438  0.31906423 -0.24761032  0.09863592
  0.37162304  0.3520303   0.25464562  0.18427603  0.19596414  0.36341947
 -0.30585575  0.45679927]"
135219,53298.png,"[ 0.38298598 -0.4418202   0.21377122 -0.4292326   0.25236207 -0.27565864
  0.3235775  -0.2638932   0.10091913 -0.33895263  0.38696617 -0.23242873
  0.33701074  0.31628707 -0.4266937   0.5022904  -0.26573557 -0.2687847
  0.26086625  0.39433396  0.17075413  0.5019456  -0.36519653  0.32921296
  0.19828843  0.3604218   0.279235    0.21113527  0.20195623  0.35025036
 -0.41055566  0.29477355]"
33098,114197.png,"[ 0.07127713 -0.14599232  0.2134955  -0.3432662   0.19364843 -0.14269376
  0.34037176 -0.1629307   0.27825183 -0.08421505  0.20862629 -0.04284006
  0.15889351  0.22459614 -0.10091554  0.09674262 -0.32822558 -0.3920822
  0.27662316  0.06114853  0.15523453  0.3299067  -0.13469622  0.26040676
  0.0912504  -0.03773166  0.08883196  0.13547374  0.11292128  0.21903715
 -0.12306039  0.24942513]"
199789,20779.png,"[ 0.30657628 -0.36957476  0.25391793 -0.47494602  0.42801523 -0.20355713
  0.2317214  -0.38929126  0.3881704  -0.20969932  0.49319464 -0.3039131
  0.36799678  0.43588436 -0.29615492  0.39568633 -0.37491214 -0.6321802
  0.29291266  0.46801338  0.405804    0.57547593 -0.13146138  0.55879784
  0.522144    0.5481588   0.4389283   0.40414706  0.35278225  0.06781629
 -0.55257195  0.19825785]"
178788,78493.png,"[ 0.02773956 -0.13219565  0.00806032 -0.1565064   0.00418784  0.11231973
  0.11030079  0.17150335 -0.02187306  0.10702927  0.14467569 -0.13183887
  0.33097214  0.24190229  0.06184496  0.10682489 -0.13208026 -0.06728296
  0.2515127  -0.00445958 -0.08219691  0.14620514 -0.03988081 -0.04529345
  0.06095711  0.04033112 -0.03335006 -0.21713732 -0.2235344  -0.08389354
 -0.24231435  0.02752825]"
29900,109828.png,"[ 0.1958254  -0.17779855  0.2473945  -0.23395559  0.17136042 -0.10245641
 -0.03655899 -0.06164306  0.07160314 -0.16422072  0.10299146 -0.12306209
  0.26749697  0.2731411  -0.19950119  0.17886356 -0.27484897 -0.17950153
  0.0277751   0.14284226  0.11841229  0.3251714  -0.07430213  0.18859205
  0.12319466  0.20006691  0.14174761  0.06142066  0.207783    0.22826263
 -0.11958932  0.09233764]"
89477,190372.png,"[ 0.29760435 -0.44236425  0.07627977 -0.07140987  0.32797807 -0.3490648
 -0.03132604 -0.18871601  0.1088229  -0.49568483  0.32783848 -0.35614178
  0.37179837  0.4791544  -0.23793086  0.42657438 -0.20041195 -0.03873388
  0.12002491  0.18467587  0.12390334  0.606435   -0.3210892   0.30895776
  0.1789949   0.4712759   0.2459846  -0.08941505  0.31836975  0.3836458
 -0.44413847  0.47076592]"
163128,91243.png,"[-0.14406402  0.04101104 -0.0116428  -0.40416992  0.18775454  0.35663927
 -0.01971223  0.05178015  0.05743823 -0.06573943  0.1802518  -0.20226762
  0.01149434  0.05120271  0.09802007  0.11865047 -0.07855207  0.12146425
 -0.09404261 -0.09446567 -0.24833952  0.14653268  0.10578594  0.13729595
  0.14641905 -0.151418    0.1526892  -0.00324886  0.06603535 -0.12874307
  0.09563009 -0.19883211]"
47763,134034.png,"[ 2.6870877e-01 -2.3496915e-01  1.2785074e-01 -3.0624050e-01
  2.5439870e-01  7.4536707e-03  2.9087591e-01 -1.8918394e-01
  2.4370202e-01 -2.4843341e-01  1.8789461e-01 -2.4785358e-01
  1.4783306e-01 -3.4983456e-04  1.3780093e-01  4.3373132e-01
 -2.9803377e-01 -3.1594187e-01  1.9162729e-01  1.9547632e-01
  2.1867274e-01  1.7664112e-01 -3.2748632e-02  1.7292789e-01
  1.5692672e-01  3.0303517e-01  9.6170366e-02  4.5638453e-02
  1.8561043e-01  3.0655518e-01 -3.4992555e-01  9.2981875e-02]"
115542,26702.png,"[-0.5492517   0.3825521  -0.28640315  0.42759848 -0.3245358   0.13701564
 -0.38997057  0.33983856 -0.4229272   0.6371767  -0.11902449  0.19007546
 -0.323349   -0.16210599  0.5119687  -0.3821064   0.12149127  0.33985943
 -0.37655511 -0.5178343  -0.4054091  -0.28817603  0.45268932 -0.44626993
 -0.15456934 -0.3869701  -0.34617564 -0.11708914 -0.43715355 -0.5857301
  0.32569826 -0.3712534 ]"
137947,5693.png,"[-2.79327147e-02 -1.23015821e-01  2.52037287e-01 -1.56460568e-01
  9.71760452e-02  1.23037525e-01  1.27299026e-01 -1.75040171e-01
  7.91595131e-02 -1.14726067e-01  5.60863316e-02 -4.18210290e-02
  2.25324199e-01  1.45375803e-01  3.22995372e-02  8.48345906e-02
 -1.30779788e-01 -2.61178128e-02  1.33650377e-01 -2.42352486e-04
  2.09706035e-02  4.21593934e-02  1.46135697e-02  2.20906347e-01
  1.07719608e-01 -1.23595454e-01 -7.37581179e-02  3.72386947e-02
  1.46053173e-03 -7.72202387e-02 -1.94546714e-01  1.74394682e-01]"
206319,44631.png,"[-0.30767792  0.23987563 -0.16247211  0.41341686 -0.33450794  0.09723087
 -0.40166575  0.25004047 -0.2624024   0.20882453 -0.17210473  0.22572374
 -0.23074862 -0.27551755  0.42904884 -0.25987858  0.02617598  0.27540392
 -0.24001154 -0.27863353 -0.13649602 -0.3862034   0.24444391 -0.24348067
 -0.12034395 -0.22657897 -0.09766884 -0.19313398 -0.23589112 -0.3429044
  0.39189848 -0.45298424]"
99309,203557.png,"[ 0.29437426 -0.39940733  0.37651888 -0.30748862  0.10245263 -0.04518056
  0.01358994 -0.3882553   0.26272443 -0.7825415   0.24525002 -0.01942454
  0.19541839  0.2397091  -0.36678082  0.39241093 -0.41659182 -0.5615541
 -0.02245995  0.02477197  0.21898027  0.4552452  -0.01959573  0.19170484
  0.46930468  0.16838934  0.31642005 -0.03270614  0.36838892  0.22884858
 -0.44364262  0.35941726]"
100610,205297.png,"[ 0.1950829  -0.12392235  0.14849402 -0.13913442  0.22576185  0.2020943
  0.22298014  0.07459863  0.1900789   0.1364635  -0.06007972 -0.24704224
  0.24876289 -0.07694179  0.28038514 -0.05044798 -0.0178253  -0.11629655
  0.02442605  0.06766893  0.01239662  0.06996399 -0.02792389  0.03734207
  0.18616745  0.26323375  0.10526527  0.06338611  0.04581068  0.23615599
 -0.16799764 -0.1081766 ]"
976,107881.png,"[ 0.2228438  -0.38419697  0.09556641 -0.18312256  0.426354   -0.10445385
  0.21540277 -0.14955437  0.21174346 -0.4153415   0.37136012 -0.01634274
  0.11519937  0.49774927 -0.20404252  0.24060938 -0.42300662 -0.23450802
  0.2724289   0.21838406  0.2523005   0.5506857  -0.1650231   0.21442066
 -0.0343018   0.31620637  0.16916995  0.16383038  0.12302803  0.14041574
 -0.31092963  0.42519823]"
164389,92973.png,"[ 0.02093204 -0.17875747  0.1332302  -0.24635446  0.20603497 -0.24865648
  0.21377048 -0.2321972   0.2628187  -0.19348116  0.19480334 -0.18695974
  0.20481193  0.585906   -0.04676381  0.24648605  0.04535253 -0.24079855
 -0.02565435  0.23718095  0.35809582  0.33863652 -0.24056719  0.22554551
  0.20102376  0.28852928  0.42650795  0.18843846  0.2896697   0.37072045
 -0.3768391   0.18470101]"
210421,67201.png,"[-0.02354259  0.02459309  0.11211308 -0.18143527 -0.0337385  -0.15144008
 -0.3078193  -0.22478224  0.50015897 -0.3405919   0.164652   -0.05725723
  0.07354847  0.26953304  0.04855127  0.12964845 -0.15921997 -0.29987085
 -0.22892618 -0.02235924  0.1022278   0.14405537 -0.06812403  0.19018544
  0.19040301  0.21907575 -0.07351653  0.05171356 -0.0213775   0.2836982
 -0.37160668  0.17490646]"
213418,83040.png,"[ 0.22404124 -0.37556323  0.18394636 -0.29541045  0.15834184 -0.18554004
  0.13734975 -0.1049362   0.23924425 -0.23076242 -0.14663815  0.12641886
  0.19059436  0.23803206 -0.30640757 -0.0407697  -0.583657   -0.09778208
  0.2547488   0.584139    0.28465867  0.45288336 -0.1174627   0.08811643
  0.41397125  0.44306776  0.21999092  0.01783711  0.03466127  0.54632646
 -0.63463944  0.00765351]"
90992,192371.png,"[ 3.5367236e-01 -2.7249339e-01  1.1495198e-01  1.1223890e-02
  1.7499714e-01  4.8439138e-02  2.2844012e-01  1.1944753e-01
  3.5368675e-01 -1.5739806e-01  2.1250433e-01 -1.2292595e-01
  1.7243011e-01  8.4216103e-02  4.2823646e-02  2.5916350e-01
 -2.1646531e-01 -1.9433966e-01  2.6626179e-01  1.2436519e-01
  4.1741118e-02  2.0578496e-01 -5.4362539e-02 -9.3928598e-02
  1.2073449e-01  4.3948153e-01  3.2996759e-05  2.3730733e-01
 -1.1600200e-01  8.3201587e-02  9.0145081e-02  8.6941257e-02]"
97709,201407.png,"[ 0.17352639 -0.22478676  0.15089694 -0.3416317   0.20363025 -0.141537
  0.11333523 -0.130503   -0.07237822 -0.01052034  0.37932384 -0.3167944
  0.21928477  0.3093629  -0.02065245  0.2921544  -0.04219148  0.05377518
  0.05141957  0.04050291  0.21995947  0.36738566 -0.2957748   0.20008396
  0.11504401  0.32515165  0.28506985  0.1290655   0.13405766  0.3318233
 -0.35138303 -0.02366162]"
134501,52333.png,"[-0.04215971  0.13535897 -0.08428794  0.01775363 -0.15703182  0.19381115
 -0.07839567  0.03582338  0.04803481  0.15460673 -0.23783909 -0.0424003
 -0.05727007  0.21047102  0.2547796  -0.17253861 -0.10263438 -0.00965863
 -0.03669384 -0.03614567 -0.1137758  -0.14705959  0.03639916 -0.01599037
  0.04057433 -0.12605643 -0.04175486 -0.00231968 -0.2525976   0.02742156
  0.12371738 -0.05169838]"
181175,10704.png,"[ 0.04682579 -0.2063951   0.23701489 -0.13367607 -0.04440166 -0.02721798
 -0.08127894 -0.01342524 -0.02324395 -0.0392661   0.08696212 -0.0367693
  0.05195396  0.2690841  -0.05743063  0.19190404 -0.25390798 -0.23004822
  0.11627667  0.12716272  0.04377199  0.13519296 -0.00137565  0.34718457
  0.01301857  0.01195138  0.16446371  0.1522081   0.22852783 -0.11658835
 -0.11651234  0.01750535]"
183130,117740.png,"[ 0.62606096 -0.6075905   0.49512702 -0.5303334   0.51835984 -0.29470134
  0.42277905 -0.39377674  0.5465138  -0.7072153   0.62299263 -0.4898702
  0.41786656  0.73932743 -0.3280977   0.41766265 -0.74576235 -0.44569755
  0.5271114   0.6583788   0.31894657  0.65845627 -0.36221567  0.4231239
  0.4117727   0.9616059   0.3743004   0.3890995   0.43137193  0.46993586
 -0.7719377   0.6786807 ]"
15653,39510.png,"[-0.3671879  -0.07255366 -0.06790489  0.3674019   0.04936813  0.38007772
 -0.34347     0.43097752 -0.05062873  0.20103091 -0.22260089  0.10810648
 -0.15089537 -0.01116478  0.50940937 -0.07718167  0.04114246  0.24521436
 -0.13917226 -0.25502443 -0.0541468  -0.07235371  0.504304   -0.18066223
 -0.04767127 -0.09948883 -0.2328677  -0.18104763 -0.35916814 -0.02016297
  0.13965666 -0.02867783]"
64386,156564.png,"[ 0.14600627 -0.44062573  0.14877579 -0.39285696  0.22026716 -0.18013608
  0.10001777 -0.14172782  0.23699893 -0.1237483   0.1906669  -0.17960659
  0.29310763  0.36621198 -0.33588424  0.25257066 -0.34114707 -0.14918011
  0.08846549  0.17527604  0.28015187  0.29123676 -0.19329956  0.23706542
  0.18474844  0.24034855  0.05271055  0.04880789  0.15637797  0.44034934
 -0.36795998  0.15532015]"
90593,191816.png,"[-0.10585362 -0.16529392 -0.06178944 -0.12591052  0.09202647 -0.04249727
 -0.12144363  0.06276052  0.09516914 -0.19550611  0.11509173 -0.01834725
  0.20006008  0.1823795   0.19021931  0.06654008 -0.00608696 -0.04501988
 -0.18400797 -0.05810494  0.01240967  0.01594497 -0.0501564   0.16009648
 -0.00319545  0.03619133  0.12635624 -0.1524199  -0.30118483 -0.02382067
 -0.23316143 -0.03781634]"
23505,101010.png,"[-0.02544444 -0.09574364 -0.00291703 -0.10909764  0.22054549  0.23458208
 -0.18255697  0.28848827  0.07607247  0.2844366  -0.07782283  0.14323434
  0.1511953  -0.1368441   0.14058176 -0.13706349 -0.10495936  0.06766735
  0.12882163 -0.02422462  0.07402628 -0.16239816  0.24308336 -0.22298862
 -0.07090096 -0.14932556 -0.13708137 -0.18975724 -0.4007231  -0.1780541
  0.14885433  0.00528552]"
96808,200202.png,"[ 0.22950503 -0.5538456   0.4204212  -0.45581824  0.595388   -0.46505198
  0.35169807 -0.52654654  0.40388772 -0.3943491   0.27689725 -0.5472682
  0.6030395   0.54094505 -0.39614505  0.59561056 -0.40692964 -0.5438895
  0.15880957  0.40556058  0.4829775   0.46720946 -0.532602    0.59297776
  0.24925978  0.56947374  0.42793405  0.41040993  0.3474469   0.60207045
 -0.5542981   0.49588922]"
142596,63129.png,"[-0.08078328 -0.13346885 -0.0910912  -0.13806063 -0.06095974 -0.14966187
  0.02825192 -0.04007929  0.17660435 -0.16198227 -0.09401476 -0.1116142
  0.10004776  0.32391536  0.02613631  0.08174565 -0.14502446 -0.3050052
  0.25384244  0.10184263  0.21302757  0.00177547 -0.01324154  0.28182608
  0.40024298 -0.0530416  -0.00277462 -0.07864486 -0.2003541   0.111557
 -0.18649898  0.20704786]"
39998,123602.png,"[ 0.18585308 -0.15772429  0.15973033 -0.04826272  0.26317638  0.07029387
 -0.08815143 -0.13436322  0.10912326 -0.10146447  0.12753996 -0.1121777
  0.25884607  0.19070397  0.02086573  0.2083711  -0.15166105 -0.100193
  0.27261066 -0.05041009  0.08046005  0.05763926  0.13813953  0.03242994
  0.2481048   0.14591205  0.10335231  0.02224829 -0.0515537  -0.00976442
 -0.21169542  0.18306966]"
85013,18435.png,"[ 0.3546746  -0.32319435  0.27600685 -0.17572838  0.33525002  0.0885571
  0.5799922  -0.23989108  0.1723911  -0.09287855  0.07732075 -0.19914508
  0.45104828  0.6633829  -0.18740356  0.4261728  -0.47340286 -0.32573622
  0.47068036  0.4046564   0.04323284  0.30216917  0.04497702  0.09682722
  0.27511886  0.19701748  0.24220967  0.20344034  0.6102047   0.23951638
 -0.27620465  0.25822458]"
74765,17054.png,"[ 0.115785    0.10689104 -0.3412394  -0.13918158 -0.12061679  0.14638254
 -0.06105669  0.11116213 -0.04432419 -0.07349417  0.03047825 -0.06089052
  0.10594925 -0.0354812   0.11914538  0.01230778  0.04249619  0.21781221
 -0.28676063  0.06458646 -0.03368692 -0.20785934 -0.01957485 -0.07463417
  0.00912031  0.03106125 -0.02332911 -0.03408413 -0.01852073 -0.00765492
 -0.02251844  0.00443947]"
195414,183882.png,"[ 0.36868903 -0.02904873  0.13120177 -0.07868092  0.21496643 -0.3155545
  0.05524239 -0.23410897  0.09671614 -0.20927918  0.09407336 -0.17606962
 -0.08368719  0.30828127  0.0869074   0.25545174 -0.32257593 -0.52194244
  0.06161748  0.36093342  0.09446908  0.19192374 -0.0500866   0.20379704
  0.22943288  0.12358756  0.14275639  0.2760072   0.11236123 -0.00900911
 -0.38800076  0.27722332]"
57364,147052.png,"[ 0.08858229  0.18468931 -0.06746647 -0.21784782  0.15556024 -0.11566613
 -0.09153235  0.01422882 -0.01853901  0.07417237 -0.12149961  0.02387895
  0.20567557  0.21607545 -0.15970472  0.14581491  0.07747539 -0.10571747
 -0.3229367   0.1366952   0.0975804   0.1412153  -0.22633345 -0.2593244
  0.08577605  0.11740576  0.12320663 -0.10466225  0.16627513  0.08767389
 -0.08880436  0.0980976 ]"
79655,17714.png,"[ 0.18579347 -0.31509265  0.23363076 -0.22082448  0.3355373  -0.2298395
  0.32758573 -0.20576109  0.3443285  -0.26461765  0.24722289 -0.19807446
  0.20607226  0.33154005  0.06914874  0.15170537 -0.3118062  -0.33776718
  0.25234818  0.11891704  0.05949681  0.32877976  0.06390201  0.02619137
  0.27626297  0.33160546  0.08097418  0.3351573   0.22324206  0.21805498
 -0.17932765  0.18524641]"
158510,84908.png,"[-0.09829946 -0.03787167 -0.00130938  0.00735166 -0.15615097  0.17638315
 -0.10858074  0.14048256 -0.16933538  0.18915455 -0.20711826  0.23133086
 -0.10691395 -0.03793757  0.3661747   0.04765584 -0.05956183  0.27164823
 -0.14539215 -0.22011521 -0.3267551  -0.10393623  0.33439517 -0.34179816
 -0.16600573 -0.03514097 -0.04890855 -0.17173739 -0.12661237  0.00584088
  0.1817815  -0.31752345]"
181852,110876.png,"[ 0.17197898 -0.32078066  0.16125572 -0.10434328  0.12685995 -0.26273608
  0.31592426 -0.21048932  0.2712104  -0.48424286  0.3665328  -0.33327153
 -0.0179567   0.5235076  -0.30265814  0.23865294 -0.42855754 -0.31641483
  0.31192133  0.27996987  0.05771954  0.4811638  -0.31879961  0.2916119
 -0.11613448  0.28057772  0.28574976  0.04826612  0.399269    0.15716676
 -0.45597035  0.41713074]"
168762,98960.png,"[-0.08006459  0.11449786  0.20765959  0.06650086  0.1753539   0.13589261
  0.15507853 -0.02811028  0.12936847  0.17710519 -0.02696009  0.03185296
 -0.12120235 -0.090682    0.0058889  -0.24834216 -0.04747557 -0.37833238
 -0.27185488 -0.09645098 -0.08704254  0.1978398   0.26842278 -0.03643203
  0.0665593  -0.18725377 -0.16487843 -0.04259661 -0.19901596  0.00795635
 -0.05084077 -0.14670283]"
46284,132040.png,"[ 0.14975132 -0.12885778  0.11387542 -0.16800174  0.26693636 -0.28362498
  0.235738   -0.22558708 -0.05898427  0.04393536  0.3159932  -0.02085206
  0.03026114  0.22836317 -0.10713424  0.29590935 -0.32439047 -0.08982918
  0.12091441  0.15122795  0.23525628  0.1406192  -0.04298253  0.04011709
  0.28619462  0.27592605  0.07236301 -0.02516495  0.2571685   0.09672729
 -0.4016226   0.12754138]"
139991,5967.png,"[ 0.18232687 -0.31041542  0.30107465 -0.13053523  0.03349594 -0.18592483
  0.10122228 -0.23833582 -0.02862065 -0.15350156  0.25394613 -0.29378676
  0.15636918  0.3626517  -0.12086008  0.38832405 -0.43589962 -0.2277848
  0.15282738  0.20427284  0.04115699  0.30977166 -0.18343632  0.17744267
  0.19228064  0.1805862   0.31454775  0.3401914   0.1483726   0.2877943
 -0.22235425  0.3567945 ]"
2695,122408.png,"[-0.31022397 -0.01647916  0.0966121  -0.02205035  0.18345127  0.30849606
 -0.13785116  0.15549539  0.0709788   0.21054897 -0.03608052 -0.00690516
 -0.16746336  0.10475712  0.15286995  0.06532159  0.07287931  0.17158866
 -0.09515763 -0.03117115 -0.1685403  -0.07487745  0.04176985 -0.17517796
  0.02978703 -0.14934283  0.02116312 -0.1992964  -0.34911528 -0.13490875
  0.29990914 -0.07690108]"
111031,219343.png,"[ 0.3520922  -0.24076666  0.2618688  -0.1673096   0.12491138 -0.33807328
  0.21939385 -0.19696803  0.22002676 -0.3443156   0.30953807 -0.13736373
  0.38153583  0.4041857  -0.30381057  0.48023143 -0.40453628 -0.35007852
  0.19051395  0.21534479  0.23762599  0.33425006 -0.17686838  0.30417266
  0.16751905  0.43818802  0.29172078  0.24944417  0.34916773  0.1586479
 -0.32674748  0.34064063]"
56051,145268.png,"[ 0.2216613  -0.6009612   0.4282678  -0.40820205  0.28539544 -0.426251
  0.0773268  -0.23107868  0.25752783 -0.42950338  0.35855258 -0.40801832
  0.4521642   0.52289057 -0.22564824  0.4298765  -0.49095497 -0.46538025
  0.01621746  0.37350374  0.15605906  0.5399591  -0.6017216   0.2764487
  0.23276795  0.29454398  0.24250866  0.1394283   0.22565502  0.39036947
 -0.6793248   0.46093884]"
153177,77655.png,"[ 0.08772273 -0.20600292  0.07566962 -0.20083325  0.2548449   0.08269889
  0.29136646 -0.0526119   0.17783175 -0.09759291 -0.1104454  -0.01705908
  0.21954875  0.36555395 -0.13265136  0.08575577 -0.1986355  -0.31233007
  0.14448154  0.1607061  -0.02461354  0.10250119  0.16924533  0.13960737
  0.25801793  0.09001365  0.01835076 -0.0353355   0.21579175  0.05975156
 -0.17183304  0.14301714]"
