Unnamed: 0,image_name,embedding
98922,203043.png,"[ 0.29926488 -0.36891857  0.1068281  -0.29820508  0.23901193 -0.26434815
  0.09371988 -0.07167865  0.26432687 -0.14130694  0.10503891 -0.16371332
  0.18588476 -0.03869736 -0.15156573  0.22469366 -0.23941115 -0.40934658
  0.05888473  0.31810427 -0.01478432  0.2611734  -0.07765406 -0.06035197
  0.26771376  0.21464153  0.27834383  0.02295047  0.05549409  0.18167722
 -0.31968874  0.3193645 ]"
127994,43582.png,"[ 0.6025659  -0.4765806   0.64502597 -0.64894456  0.76378727 -0.4525212
  0.32543    -0.5512252   0.7277224  -0.63950896  0.52493054 -0.34257483
  0.4497991   0.45424777 -0.49470466  0.71349555 -0.89250535 -0.6766458
  0.566173    0.4246806   0.4169151   0.86186033 -0.43150714  0.5539261
  0.38619372  0.9263435   0.5191898   0.38212368  0.25047737  0.38064605
 -0.7719894   0.7021025 ]"
12855,213644.png,"[-0.24334043 -0.08969873 -0.1771741  -0.14392173 -0.08530527  0.07407846
 -0.2077918   0.08969639 -0.16899268  0.21506378 -0.1301441   0.05581019
 -0.08498871 -0.15487312  0.3012803  -0.12717745 -0.02995152  0.24689405
 -0.09638982 -0.06258258 -0.10336571 -0.23008369  0.11480272 -0.21081743
 -0.05263465 -0.1183973   0.08220007 -0.09512756 -0.23135675 -0.090851
  0.19695513 -0.1379448 ]"
7079,16036.png,"[-0.615327    0.04965776 -0.3719137   0.18160282 -0.26765233  0.2126245
 -0.31230912  0.39051536 -0.3380415   0.68374234 -0.4647165   0.3456419
 -0.26630872 -0.42911652  0.4595257  -0.30075347  0.3412504   0.6200942
 -0.2614107  -0.07967144 -0.43165177 -0.16897985  0.56088376 -0.2064087
 -0.23669626 -0.45589754 -0.10484804 -0.3230664  -0.52036005 -0.2874045
  0.6382019  -0.46874022]"
6738,157726.png,"[-0.17663081 -0.06298099  0.18835874  0.01094664 -0.04900683  0.11897585
  0.04217477  0.23042431 -0.1416819   0.27904138 -0.19245525  0.01468077
 -0.0766954  -0.04945906  0.1066085   0.24752404  0.04023913  0.2601633
  0.00317802 -0.22970155 -0.25181234  0.00674553  0.06253763 -0.16354324
 -0.09329367 -0.01468137 -0.15160654 -0.08832654  0.00501632  0.02793681
  0.0625763  -0.20660067]"
159502,86284.png,"[-0.08785947  0.21862796  0.09202171  0.12150085  0.02796563  0.24403182
 -0.17558542  0.05316318 -0.05739074 -0.03064721 -0.3068974   0.09338112
 -0.09200448 -0.08096103  0.34531856  0.12085178 -0.0870598   0.02652518
  0.11221535 -0.04686865 -0.20301698 -0.02512011  0.32059398  0.08753278
  0.07408241 -0.01443521  0.00773249  0.01286784 -0.20077406  0.19474806
  0.05019112 -0.10473358]"
147999,70459.png,"[ 0.36893448 -0.3095688   0.26570654 -0.49337852  0.269024   -0.24344891
  0.35459837 -0.29206342  0.32005352 -0.33010185  0.5336833  -0.3530578
  0.35266784  0.65449136 -0.18096343  0.31978247 -0.49813163 -0.20643395
  0.20764636  0.5101127   0.16802599  0.56183964 -0.45479658  0.3839798
  0.15472981  0.5102637   0.27550587  0.23575875  0.42590478  0.2629012
 -0.42134264  0.53545326]"
97109,20061.png,"[ 0.12245531 -0.3897021   0.13692649 -0.46344852  0.2356518   0.00951335
  0.30217457 -0.24286948  0.07012045 -0.2682753   0.29603618 -0.2938584
  0.12614226  0.1688499  -0.11602832  0.33876994 -0.34257495 -0.68298364
  0.41027766  0.31434086  0.0442408   0.31083128 -0.24383575  0.06487504
  0.24846049  0.64012676  0.19299962  0.17684981  0.26272872  0.2274076
 -0.53564954  0.1976653 ]"
116863,285.png,"[ 0.5799333  -0.46769747  0.5046691  -0.31596065  0.30405992 -0.2177556
  0.10810586 -0.24231203  0.06955861 -0.44930258  0.2534905  -0.21692911
  0.37518507  0.44786248 -0.38906622  0.386978   -0.09727147 -0.6260368
  0.20514488  0.11418939  0.2446756   0.03007466 -0.3818384   0.43239525
  0.470193    0.41817424  0.45932955  0.43835443  0.3325423   0.58895534
 -0.3305299   0.26188692]"
130844,47397.png,"[ 0.4248586  -0.33214533  0.184227   -0.46777087  0.31092227 -0.42941585
  0.10072213 -0.2788831   0.24091862 -0.38316047  0.2902518  -0.28991857
  0.4197758   0.283348   -0.15001926  0.5045457  -0.34290305 -0.18595906
  0.12068192  0.26834357  0.18057936  0.5698452  -0.3133168   0.17101161
  0.33561802  0.49925575  0.09106125  0.28733292  0.22765346  0.1288801
 -0.19909598  0.3156046 ]"
31555,112048.png,"[-0.4957236  -0.04576678  0.09469343 -0.03414808 -0.24198343  0.28669724
 -0.33021396  0.38007152 -0.4512924   0.21749969 -0.17546795  0.20040016
 -0.0749594  -0.20934923  0.5042226  -0.25329632 -0.01598778  0.35587728
 -0.286469   -0.3406806  -0.06412263 -0.04861486  0.27051038 -0.2909259
 -0.13641906 -0.16897832  0.05303492 -0.08184623 -0.2541377  -0.19840701
  0.388815   -0.41909072]"
115325,26402.png,"[ 0.19013715 -0.1004485   0.29437217 -0.11864462  0.13635753  0.11216135
  0.26534215 -0.20019755 -0.02943458 -0.2747086   0.16208105 -0.26161435
 -0.10328864  0.23946267  0.0716257   0.2624037  -0.11267206 -0.34996015
  0.12272752 -0.01008602 -0.0570912   0.11864676 -0.06200176  0.1334232
  0.00985156  0.14126396  0.01967089 -0.07568828 -0.03249914  0.18701531
 -0.2313695  -0.02926691]"
24711,10273.png,"[ 0.03889363 -0.12200235  0.18327466 -0.09206095  0.48450094  0.34010667
 -0.05536922  0.11196038  0.27343512 -0.06765973 -0.06862168 -0.23161867
  0.2135014   0.26890615  0.06891245 -0.16253406 -0.22123186 -0.07965358
  0.21089363 -0.0347954  -0.11868095  0.03817926  0.08700727  0.1131012
  0.0490074   0.00097781  0.07338436 -0.21489672 -0.08170745  0.10396723
 -0.08445777  0.17850591]"
31019,111324.png,"[-0.35565862  0.03008963 -0.22921789  0.04957391  0.0019891   0.54488736
 -0.5535545   0.29890552 -0.3307112   0.3015751  -0.31885952  0.5201285
 -0.4151488  -0.3103564   0.64432985 -0.45589817  0.45782942  0.33416408
 -0.42926493 -0.4291343  -0.4438334  -0.3027172   0.31311798 -0.382703
 -0.24266517 -0.42343888 -0.23103984 -0.28289893 -0.48021173 -0.51513755
  0.4239829  -0.60198563]"
58289,148347.png,"[ 0.06748277 -0.4883308  -0.03944793  0.16118155  0.00508316 -0.00785493
 -0.13554539  0.29652068  0.0211588  -0.16325215  0.329116   -0.01080044
 -0.20348595  0.17208393  0.18125074  0.14995712 -0.09355211 -0.01114385
  0.24961224 -0.14971712  0.12339065  0.05205058  0.05834615 -0.14706199
  0.12297868  0.4325619   0.02695657  0.11611202 -0.15135868  0.02879422
  0.05449131  0.14941274]"
11051,19756.png,"[-0.17131443  0.03973807 -0.0921524  -0.08570947 -0.17972791  0.05023597
 -0.03039124  0.03701406  0.00163146  0.08797532 -0.23089053 -0.12415336
 -0.01626949 -0.07808904  0.13873512  0.00967341  0.0374624  -0.13959876
  0.07900458 -0.00043014 -0.2125628   0.16861543  0.10788305 -0.1369461
  0.07062469  0.02662804 -0.09015177 -0.15789293 -0.2447498  -0.21038702
 -0.00287742  0.0280738 ]"
44756,130012.png,"[-0.22079906 -0.03639705 -0.1513888  -0.01060396 -0.04013914  0.13940373
 -0.14594333  0.03446083  0.0699991  -0.13583042 -0.03425973  0.04067084
 -0.13842176  0.04566067  0.34037054 -0.09285696  0.15474547 -0.00224755
 -0.2179766  -0.26848286 -0.11828712 -0.01285341  0.17711006  0.1067431
  0.07524305 -0.08007152 -0.16046761 -0.02810401 -0.2683288  -0.14077899
 -0.00656863 -0.0295177 ]"
194183,177313.png,"[ 0.15475033 -0.1732204   0.30306184 -0.26565176  0.30113602 -0.1007031
  0.0136573   0.00257558  0.22106044 -0.17319474  0.02373607 -0.29665786
  0.10877007  0.2621946   0.17687817  0.2706494  -0.26906395 -0.13393955
  0.01126275  0.20652646  0.20872189  0.30518776 -0.23770367  0.2775169
  0.36987802  0.13506684  0.12471093 -0.1313905   0.19470625  0.28560284
 -0.31207258  0.12835813]"
105717,212203.png,"[ 0.548535   -0.45005772  0.521981   -0.6898838   0.60516435 -0.4784394
  0.13237819 -0.38219428  0.28766498 -0.6836319   0.4906305  -0.1905053
  0.54853857  0.54055834 -0.45227766  0.6503963  -0.3636301  -0.34952503
  0.4653912   0.28895545  0.38469565  0.9395708  -0.41361508  0.43910182
  0.36427033  0.653858    0.43031272  0.35636777  0.33871025  0.36980867
 -0.591896    0.70833296]"
200616,212266.png,"[ 1.6760233e-01 -3.1739876e-01  3.2188019e-01 -2.9474491e-01
  2.3663057e-01  7.0012137e-02 -2.1125410e-01 -3.1267959e-01
  3.1175944e-01 -6.2014610e-01  2.8565627e-01  2.0842910e-02
  2.3698600e-01  2.5701720e-01 -8.3467707e-02  6.3244522e-01
 -1.9584534e-01 -5.0336331e-01 -3.7087779e-04 -7.2719991e-02
 -1.7763335e-01  5.3851891e-01 -5.3583411e-03  2.8797922e-01
  3.3428600e-01  2.8907555e-01  1.7799316e-01 -1.2259432e-01
  3.9277649e-01  5.1798970e-01 -5.0395465e-01  3.5808751e-01]"
209941,64685.png,"[ 0.18184574 -0.3122097   0.20937897 -0.31636953  0.1912197  -0.09064961
  0.05358153 -0.30184376  0.16950163 -0.30271718  0.2245804  -0.11284934
  0.31190154  0.242635   -0.1419591   0.20566905 -0.14918332 -0.12342775
  0.29963717  0.1162912   0.0918409   0.4989893  -0.25132772  0.13172224
  0.06091585  0.2778524   0.3389524   0.2600541   0.20645443  0.28779465
 -0.16374701  0.21669891]"
56865,14639.png,"[ 0.09763861 -0.18442303  0.15622526  0.00392081  0.16879798 -0.02736198
  0.06163898 -0.15280111 -0.00232532 -0.3262511   0.18958332 -0.02811549
  0.12540713  0.17115168 -0.04525828  0.25863177 -0.19465841  0.03749309
 -0.01893889  0.06138846 -0.12342768  0.3362565   0.02706177  0.09417403
  0.15624833  0.31520158  0.01860287 -0.08292967  0.05984955  0.22224393
 -0.12758245  0.1001231 ]"
123138,37034.png,"[-0.11451395 -0.00591864  0.15521622 -0.1919233   0.02709993 -0.18533269
  0.08350842  0.00070213  0.052311    0.00945563  0.07855032 -0.0053635
 -0.1990611   0.15755086  0.09721924  0.14820705 -0.04315851 -0.17013831
 -0.04651691 -0.11852029 -0.13099849  0.2392781  -0.08140037 -0.02022204
  0.18468244  0.1084276   0.10466646  0.05198248  0.11256744  0.0315772
 -0.21922264  0.0766103 ]"
52841,140940.png,"[ 0.0500995  -0.14775513  0.32861552 -0.3784989   0.08113219  0.01563325
  0.22344685 -0.00955836  0.05455619  0.04015085  0.2652464  -0.05135418
  0.11606623  0.0970706  -0.11426398  0.12001972 -0.14286081 -0.22327071
 -0.01441999  0.18874177  0.1817638   0.16926998 -0.08035412  0.03613468
  0.20245881  0.07015308  0.04391233  0.13266766  0.10190977 -0.00700699
 -0.09168035  0.2649046 ]"
78136,175060.png,"[-0.184147    0.07953879 -0.07563789 -0.08070882 -0.10882755  0.14783235
 -0.17846535  0.15470347 -0.2370374   0.05323832  0.0417731   0.18125066
 -0.1380979   0.05951102  0.16015887  0.0965417  -0.03070067  0.07518482
 -0.30711088  0.10916161 -0.19564861  0.04220523  0.23055175 -0.1778157
  0.04726632 -0.1301887  -0.13495319 -0.05885636 -0.08369695 -0.0179041
  0.16667417 -0.22454599]"
28921,108480.png,"[ 0.20365995 -0.06575047  0.21744308 -0.1260784   0.06499757  0.08310228
 -0.09979378 -0.13618149  0.08966665  0.07260205 -0.01984417 -0.18293583
  0.20732506  0.03375421  0.00561607  0.03879907 -0.22450286 -0.11520885
 -0.04963908 -0.15481561 -0.03435644 -0.02536485  0.28476092 -0.09738623
  0.21281128  0.09927447  0.23545069 -0.1137549  -0.12831707 -0.16876726
  0.021902   -0.02297418]"
21837,92373.png,"[ 0.07596478  0.01483334 -0.15047918 -0.08960862  0.05492365 -0.00170116
 -0.03369449  0.25431272  0.14316463  0.04299666 -0.07844103  0.15487078
  0.06021934 -0.11797108 -0.01049976  0.11807807 -0.03482235 -0.24784808
 -0.05303055  0.06742328 -0.06264876  0.16933556  0.08707703 -0.06899347
  0.25654396  0.01050666 -0.16867702 -0.0495978  -0.02607498 -0.00415835
  0.233301   -0.02550532]"
119920,32656.png,"[-0.3403222   0.13319601 -0.29375914  0.1086903  -0.03794041  0.05902531
 -0.01988918  0.08424396 -0.40691426  0.17095186 -0.11969075 -0.07623253
 -0.35215348  0.03530989  0.40429518 -0.1180414   0.31365976  0.1468976
 -0.02766023 -0.41313303 -0.22550547 -0.06108335  0.1024821  -0.4405412
 -0.02622038 -0.17580234 -0.30667543 -0.3025718  -0.03977876 -0.32517308
  0.13307078 -0.25728998]"
153878,7863.png,"[ 0.34877488 -0.32085845  0.2741713  -0.1753495   0.3363499   0.09020919
  0.5848409  -0.23887044  0.1718604  -0.09057243  0.07283439 -0.19955093
  0.4504484   0.657833   -0.17784314  0.42590582 -0.4736606  -0.31915987
  0.47232762  0.40090698  0.03913329  0.30596876  0.04622955  0.0997647
  0.27283835  0.1935699   0.23766325  0.20287533  0.60221696  0.23802122
 -0.27777663  0.2527286 ]"
188342,146138.png,"[ 0.12849239  0.03488996 -0.07770757 -0.07367761  0.17972793  0.32577208
 -0.08816218  0.12891273 -0.03967327  0.02993943 -0.01625627  0.00599833
  0.0163348  -0.08551523  0.15059766  0.19326846  0.06142704 -0.26705694
  0.02888466  0.14120978 -0.02873304  0.11259505 -0.12435079 -0.12638713
  0.15152925  0.23075591  0.03220572 -0.1103114  -0.13944153  0.09149088
 -0.10766198 -0.13661624]"
60491,151337.png,"[ 0.51112837 -0.36532456  0.6063553  -0.3623711   0.62517995 -0.42215112
  0.33036295 -0.41479078  0.6634877  -0.48261166  0.31757337 -0.26960567
  0.5307179   0.4866815  -0.51481104  0.56662786 -0.8615798  -0.6743669
  0.43666542  0.46295676  0.49242413  0.56650037 -0.46373785  0.6248852
  0.61020416  0.86216605  0.6032858   0.4590506   0.25988242  0.43069255
 -0.938888    0.60876656]"
162233,9.png,"[ 0.313576   -0.33326     0.0351751  -0.43738502  0.21800715 -0.21715122
  0.05794907 -0.26894298  0.18073525 -0.37926874  0.09937431 -0.17627649
  0.43690458  0.56559443 -0.26337963  0.36543053 -0.370076   -0.30271453
  0.22456737  0.11960658  0.08910728  0.60110915 -0.40388694  0.177931
  0.29334337  0.4059203   0.26401472  0.30225867  0.22002347  0.13289887
 -0.14605501  0.42462078]"
129433,45542.png,"[ 0.15531394 -0.5652262   0.222664   -0.42505407  0.2412299  -0.01307764
  0.1868365  -0.46644244  0.28860846 -0.06738629  0.13293034 -0.28973776
  0.14485349  0.10227847 -0.19510235  0.37085503 -0.52767277 -0.3860364
  0.4417593   0.23296899  0.14324185  0.294916   -0.0592934   0.3923008
  0.4105153   0.553901    0.35781875 -0.08212467  0.2455294   0.2763063
 -0.34135246  0.2305204 ]"
146497,68388.png,"[ 0.03148426  0.03413279 -0.04994246 -0.17276834  0.17766035  0.02875986
 -0.09679707  0.02270904  0.01264648  0.17227162  0.00870982 -0.08223253
  0.25662473  0.17485756 -0.06130511  0.31546843  0.11746625 -0.06659725
 -0.00136719  0.17438695 -0.08569535  0.23633708 -0.16312219  0.00901949
  0.16073535  0.34019983  0.14777887 -0.10936105 -0.01114647  0.11552571
 -0.37079367  0.01435867]"
135540,53724.png,"[ 0.2522538  -0.4012492   0.3445988  -0.4302985   0.32000035 -0.14741401
  0.18841167 -0.18156609  0.41713834 -0.61596733  0.24905294 -0.329866
  0.3635301   0.55760354 -0.49031854  0.46988124 -0.2723727  -0.23982902
  0.15421891  0.26999453  0.3844419   0.32587934 -0.3124843   0.45408845
  0.2344958   0.44814155  0.31831664  0.1697489   0.35595077  0.5539503
 -0.5202985   0.44859818]"
104642,21079.png,"[ 0.21408935 -0.21437046  0.2694284  -0.4138407   0.25861657  0.02508629
  0.30270883 -0.08429085  0.09511919 -0.15925673  0.23896207 -0.18478568
  0.19552182  0.19740756 -0.26428577  0.22070292 -0.38471863 -0.2328635
  0.44080958  0.33222473  0.05109221  0.05760434 -0.14737688  0.09223518
  0.15863009  0.2063376   0.15758236  0.15007135 -0.05317148  0.17550057
 -0.20892207  0.12083244]"
204142,33112.png,"[-0.06010493  0.02177409  0.03135296 -0.0396105   0.26948333  0.1799083
  0.07221049  0.15836118  0.16958201  0.36238727 -0.10103695  0.04149139
  0.1079335  -0.09306122 -0.11174151  0.00622973 -0.09644435 -0.09812319
  0.2656554  -0.10021342 -0.1431358  -0.08227789 -0.04079213  0.04115372
 -0.07488786  0.00563866 -0.08334779 -0.08668567  0.22860686  0.07816069
  0.1672028  -0.00585353]"
53669,142051.png,"[ 0.02241794 -0.69167995  0.1966864  -0.4346382   0.380917   -0.06973874
  0.61756766 -0.35736936  0.30410093 -0.32330388  0.21145235 -0.38755506
  0.18890844  0.4626915  -0.26312894  0.35151675 -0.4452894  -0.62180954
  0.16402818  0.34458172  0.34639066  0.45889705 -0.2424764   0.27898473
  0.3811844   0.37670574  0.02010273  0.4904962   0.4868179   0.38583234
 -0.77000403  0.1171225 ]"
125156,39736.png,"[-0.34696603  0.21609455 -0.11213554  0.00867009 -0.01445723  0.07286195
 -0.16507621  0.09657672 -0.21287774  0.192173   -0.03427616  0.09890199
 -0.3743179   0.11768055  0.36559322 -0.14358118  0.15974724  0.01677551
 -0.0825303  -0.09691381 -0.25701225 -0.13131924  0.10584404 -0.15738156
  0.1337424  -0.17178895  0.04290321 -0.03137408  0.05344541 -0.13058911
 -0.01743541 -0.01915265]"
115249,26311.png,"[ 0.30866548 -0.33774394  0.39744377 -0.46619803  0.24281047 -0.12728529
  0.18170908 -0.15423582  0.30609426 -0.21428701  0.42330873 -0.44117534
  0.30883488  0.49194863 -0.12606212  0.37518728 -0.46379837 -0.33740008
  0.3876883   0.4941576   0.1432238   0.47043288 -0.21740682  0.25037837
  0.22188611  0.5999188   0.23726837  0.23475845  0.19102089  0.29124275
 -0.6347976   0.3756546 ]"
71682,166331.png,"[ 0.06326273 -0.06353238 -0.14761986 -0.05464983  0.2397937  -0.01457619
 -0.03328555  0.11124171  0.11083865  0.19288889 -0.03159711  0.03786082
  0.3191696   0.32886478  0.08471612  0.15579046  0.03710097 -0.00619262
 -0.10061169  0.02285147 -0.09386615  0.1075687  -0.00207002  0.0137272
  0.09822125  0.23048861  0.02651553 -0.03755104  0.13418609  0.07040095
 -0.00207624  0.11481997]"
145243,66700.png,"[ 0.38000804 -0.45977375  0.4558053  -0.393027    0.32435817 -0.17832762
  0.421061   -0.4339587   0.16762595 -0.29322383  0.23728272 -0.4387642
  0.34154263  0.5902526  -0.12247488  0.58186895 -0.46583182 -0.5439101
  0.27889836  0.26745388  0.14252347  0.37590116 -0.20986815  0.2803202
  0.4866953   0.36656123  0.17194171  0.4202979   0.18288247  0.03343439
 -0.3671046   0.45209733]"
194319,1780.png,"[ 0.07177812 -0.01664607  0.02137766 -0.25689012 -0.01795918 -0.0898771
  0.3232319  -0.09924291  0.1548709  -0.04539721  0.3298928  -0.06107949
  0.10818577  0.13675623  0.00298439 -0.14764121 -0.19333203 -0.26777565
 -0.00298893 -0.10779951 -0.00448877  0.2654544  -0.00645666  0.30002382
 -0.0345396  -0.17932577  0.07282825  0.09452757 -0.09629939  0.2038346
 -0.07167529  0.08043712]"
38511,121587.png,"[-0.03293347  0.0653704   0.05523473  0.03645299 -0.12037196  0.19081432
  0.08725621  0.2364677   0.09558326  0.22882457 -0.04980806  0.0296172
 -0.01644379 -0.06429414  0.06883826 -0.18916065 -0.0698136   0.01139233
  0.06615243  0.01333072 -0.0433467  -0.13841999  0.3155008  -0.1038682
  0.00465229  0.06340978 -0.02612548 -0.22179504 -0.04020918  0.05090618
  0.06685233 -0.22760695]"
158890,85430.png,"[ 0.16368313 -0.40287167  0.44381914 -0.17446297  0.25935727 -0.02240028
  0.20702253 -0.25156584  0.08972819 -0.29899004  0.03238206 -0.2604512
  0.32025555  0.5651092  -0.28537774  0.43710732 -0.19773364 -0.40457195
  0.09364533  0.13346565 -0.03543826  0.34576893  0.03665902  0.29665166
  0.38884535  0.27984035  0.4079857   0.3839673   0.25716558  0.24318182
 -0.41395336  0.282682  ]"
131210,47871.png,"[-0.24687953  0.06728876  0.11587529 -0.04640523  0.12474395  0.04283467
  0.09744183 -0.07729962  0.19562294 -0.10069847 -0.01830579 -0.02953636
 -0.2209253   0.08973433  0.07170365  0.18694183 -0.19029023 -0.13744718
  0.10342994  0.03258364  0.04359091 -0.05257677  0.17587458  0.2213649
  0.03683671 -0.07220357  0.12839535  0.06733588  0.10676846  0.15514046
 -0.09465022  0.03644156]"
660,105357.png,"[-0.25921148  0.02273389 -0.25293505 -0.02422661 -0.13451292  0.42657378
 -0.42118895  0.23789348 -0.09057351  0.3652749  -0.19553895  0.13164587
 -0.21561855 -0.07232426  0.33776096 -0.26090991  0.08537913  0.08807775
 -0.2671524  -0.10807773 -0.11973671 -0.3184439   0.31675494 -0.304811
 -0.0695137  -0.20425905  0.04763519 -0.35531098 -0.30523387 -0.05990532
  0.26163048 -0.38782746]"
88991,189701.png,"[ 0.15261352 -0.09138517 -0.02766001 -0.01664275  0.07209237 -0.11358069
 -0.15959245 -0.08934128  0.05693669  0.10433628 -0.09260133  0.07039765
  0.22077066  0.32331726 -0.19651783  0.05084819 -0.02465523 -0.03582149
 -0.21148783 -0.00968051  0.19951913  0.19830081 -0.11582883  0.04344103
  0.05554645  0.0663811   0.06793642 -0.0200443  -0.00067503  0.1124426
 -0.04241343  0.18621288]"
72339,167216.png,"[-0.03891359 -0.53042364  0.2528312  -0.32899565  0.19593023 -0.13286492
  0.1090652  -0.21619967 -0.03877518 -0.05416637 -0.05871498 -0.04888842
 -0.09875652  0.25463143  0.10838563  0.20777828 -0.18963794  0.03080939
  0.21761385  0.09153546 -0.14372948  0.13689087  0.06972843  0.27901366
  0.24747361  0.14432031  0.15678504  0.01745329  0.05381409 -0.01924675
 -0.02717561 -0.1319531 ]"
43222,127975.png,"[ 0.17484315 -0.43633753  0.02158085 -0.38161474  0.24429314  0.3521271
  0.11639532 -0.16349314  0.16169652 -0.13829705  0.19271232 -0.09932557
  0.20766348  0.39839146 -0.18135703  0.39808363 -0.26277584 -0.03391124
  0.15728533  0.22185019  0.00507115  0.2587182  -0.04607071  0.28291664
  0.18602115  0.39355356  0.04239561  0.12181965  0.10798445  0.20061348
  0.0465714   0.21936275]"
178510,72930.png,"[ 0.22268383 -0.24242823  0.10151661 -0.09598907  0.16844337 -0.151472
 -0.02865978  0.19444719 -0.06963104 -0.03195969  0.39520133 -0.14825688
  0.02940382  0.4346106  -0.0399033   0.25812522 -0.3742131  -0.1933857
 -0.08399907 -0.11905518 -0.00670145  0.29141027 -0.07837769 -0.2252096
  0.06783994  0.32891986  0.00475606  0.08858938  0.02857304  0.14416185
  0.21383089  0.2250789 ]"
81047,179023.png,"[ 0.36069778 -0.22338869  0.09349023 -0.3886633   0.3505075  -0.11992892
  0.04185626 -0.09344266  0.2494931   0.06571456  0.38595992 -0.07695615
  0.32910612  0.28138205  0.12737769  0.2836062  -0.14675412 -0.20023413
  0.085112   -0.01034322  0.03823876  0.53600913 -0.10653287  0.21638964
  0.20242046  0.22319034 -0.02325323  0.37555045  0.37178615  0.22805594
 -0.2242244   0.27083096]"
213993,86100.png,"[ 0.13215707 -0.36042413  0.23601888 -0.30921662  0.4280675   0.18058115
  0.46458703 -0.1991675   0.30618268 -0.20148149  0.21671544 -0.12684809
  0.4366564   0.47779053 -0.27369827  0.21360907 -0.45591438 -0.39220822
  0.29753307  0.25683793  0.02724295  0.24099076  0.05211848  0.11234099
  0.3971039   0.33560792  0.19397874  0.16956154  0.44417146  0.13829519
 -0.34890687  0.20383851]"
91208,192704.png,"[ 0.18557206 -0.06409369  0.12971589 -0.16374199  0.39165264  0.17832851
  0.09600454 -0.07215098  0.18677352 -0.0820693   0.21443693 -0.02462043
  0.00236552  0.20088847 -0.04051525  0.23723362 -0.05554629 -0.22773309
  0.16326886  0.31036222 -0.08968081  0.05714918 -0.08880868  0.2334133
  0.14491172  0.22472572  0.0375035  -0.09914059  0.23744528  0.275394
 -0.30642498  0.31455448]"
193276,172676.png,"[-3.8019333e-02 -1.5572293e-01  1.0425244e-01 -2.6354361e-01
  2.3326287e-01  1.5551411e-04  9.9281199e-02 -1.2983711e-01
  8.8204443e-02 -1.6078638e-01  2.9084623e-01 -1.3024086e-01
  1.9424985e-01  1.2846215e-01  5.4105025e-02  1.2078500e-01
 -3.6375481e-01  1.8980084e-01  2.6253077e-01  1.6805121e-01
  1.5609616e-01  1.5951905e-01 -5.8595616e-02 -4.4778623e-02
  4.9121439e-02  2.7384838e-01  1.4522928e-01  5.0062805e-02
  1.4722365e-01  4.4259690e-02 -3.2490984e-01  2.5201726e-01]"
116198,27596.png,"[-0.19205649 -0.24435563  0.01614232  0.10906589  0.18265103 -0.12542638
 -0.04791321 -0.24104007  0.03328792 -0.3607737  -0.05607145 -0.10751648
  0.06767399  0.1059089  -0.09038385  0.12151022 -0.33710763 -0.25094372
 -0.01990405  0.17435989  0.0914273   0.22332421 -0.32746038  0.06533951
 -0.00923202  0.11485017  0.00689982  0.12789583  0.1027251  -0.01818565
 -0.16024178  0.04403995]"
14696,30808.png,"[ 0.11822554 -0.08055786  0.06357277 -0.04883055 -0.03623911  0.14290412
  0.0912404  -0.10446584 -0.08604759  0.10745669  0.06769127 -0.14708382
 -0.03540349 -0.01262445  0.08220942 -0.08885635 -0.02728113 -0.05875054
  0.09941445  0.09318467 -0.0791295   0.0732306   0.03885024  0.03239637
  0.01314926 -0.00103969 -0.05172357 -0.03185902 -0.21069689 -0.01517835
  0.18008144 -0.10184842]"
177566,53850.png,"[ 0.2633141  -0.18576728  0.05493909 -0.09723279 -0.00102874 -0.09948511
 -0.1479895  -0.13746823  0.15413378 -0.21242782  0.0545957  -0.01574345
  0.3362414   0.38827485 -0.10538537  0.15029457 -0.12720339 -0.21475498
  0.05288117  0.14362544  0.10446438  0.44461358 -0.06211117  0.21500053
  0.27526048  0.36562815  0.19859272  0.20649847  0.09072262  0.18693294
 -0.15887672  0.14644717]"
183941,122051.png,"[ 0.43547368 -0.52072084  0.14586852 -0.6197379   0.2998665  -0.05884948
  0.27808475 -0.21599117  0.32788718 -0.39975178  0.21589546 -0.16416055
  0.29008007  0.2635673  -0.16234854  0.48868454 -0.42578232 -0.68115216
  0.15443066  0.22627002  0.1908687   0.30255693 -0.2947175   0.2919776
  0.18484347  0.55190635  0.1621629   0.18308051  0.3938573   0.32857072
 -0.3795751   0.18055269]"
210697,68748.png,"[ 0.08081263 -0.37317318  0.1808669  -0.29265344  0.06010075 -0.300972
 -0.0274681  -0.24375145  0.05657329 -0.15997036  0.10293908 -0.11171943
  0.00075641  0.36707175 -0.1702047   0.22997494 -0.05040401 -0.391393
  0.32028687 -0.00573932  0.41808724  0.43061125  0.02205747  0.29242146
  0.2101039   0.26639068  0.2720348   0.11162076  0.11871286 -0.19061926
 -0.363949    0.15247154]"
113809,24371.png,"[ 0.00802605 -0.22087133 -0.0312293  -0.1642318   0.11580355 -0.02737032
 -0.07053125 -0.1093614   0.02032471 -0.08703981  0.10305771  0.12471399
  0.11932755  0.22632864  0.07385828  0.05961005  0.01260772  0.10640532
  0.05863087  0.13217396 -0.02785111  0.31612116 -0.08074972 -0.08922712
 -0.11979972  0.15181674  0.11312547  0.09712625  0.0854382   0.22975141
  0.03815515 -0.01352178]"
